,comicID,x1,x2,gmmCluster,url
1167,1168,-8.357327,7.344681,8,https://xkcd.com/1168/
1479,1480,40.77829,-26.522116,8,https://xkcd.com/1480/
1094,1095,-25.788681,-1.384661,8,https://xkcd.com/1095/
1267,1268,25.498192,-35.392067,8,https://xkcd.com/1268/
1035,1036,-11.534623,-23.511637,8,https://xkcd.com/1036/
1054,1055,11.080781,34.56369,8,https://xkcd.com/1055/
932,933,23.340464,-0.16590177,8,https://xkcd.com/933/
922,923,-29.211588,-14.310655,8,https://xkcd.com/923/
981,982,-29.66542,-16.31786,8,https://xkcd.com/982/
1910,1911,-15.702179,24.34612,8,https://xkcd.com/1911/
1269,1270,18.089394,-34.87084,8,https://xkcd.com/1270/
1764,1765,16.73314,-13.388605,8,https://xkcd.com/1765/
67,68,19.241749,9.245971,8,https://xkcd.com/68/
83,84,36.05927,-12.525316,8,https://xkcd.com/84/
235,236,-17.434322,0.11611002,8,https://xkcd.com/236/
1314,1315,53.201824,-9.97186,8,https://xkcd.com/1315/
770,771,3.4529507,-3.6425426,8,https://xkcd.com/771/
87,88,9.308019,4.2746477,8,https://xkcd.com/88/
268,269,10.491669,-6.353055,8,https://xkcd.com/269/
1233,1234,2.876546,25.795559,8,https://xkcd.com/1234/
1687,1688,8.682748,52.767666,8,https://xkcd.com/1688/
148,149,20.576218,-10.429234,8,https://xkcd.com/149/
1957,1958,-11.259156,-16.829603,8,https://xkcd.com/1958/
1034,1035,-37.53707,-8.523906,8,https://xkcd.com/1035/
86,87,-32.601677,-13.754968,8,https://xkcd.com/87/
653,654,27.62624,-7.6706057,8,https://xkcd.com/654/
337,338,-17.559761,12.444582,8,https://xkcd.com/338/
1208,1209,34.1607,-1.1095,8,https://xkcd.com/1209/
874,875,47.430187,4.320313,8,https://xkcd.com/875/
164,165,-16.460272,-23.572943,8,https://xkcd.com/165/
1867,1868,-14.7058325,-10.400604,8,https://xkcd.com/1868/
1322,1323,30.98303,-17.297382,8,https://xkcd.com/1323/
368,369,-17.820387,54.661842,8,https://xkcd.com/369/
739,740,-35.78787,-16.126415,8,https://xkcd.com/740/
1671,1672,-20.73493,16.956846,8,https://xkcd.com/1672/
260,261,33.354073,-16.421,8,https://xkcd.com/261/
224,225,-32.84793,-22.388996,8,https://xkcd.com/225/
190,191,-3.9115984,64.488884,8,https://xkcd.com/191/
1066,1067,60.66535,-27.949417,8,https://xkcd.com/1067/
1878,1879,32.623657,0.79839444,8,https://xkcd.com/1879/
471,472,-36.50812,-7.214984,8,https://xkcd.com/472/
1699,1700,-1.3029248,-8.920243,8,https://xkcd.com/1700/
428,429,10.078177,-24.135328,8,https://xkcd.com/429/
917,918,49.056805,4.874733,8,https://xkcd.com/918/
1281,1282,-9.315386,-46.311295,8,https://xkcd.com/1282/
899,900,53.584908,-10.21022,8,https://xkcd.com/900/
1721,1722,-19.700184,-17.355759,8,https://xkcd.com/1722/
1436,1437,63.314568,-30.091873,8,https://xkcd.com/1437/
309,310,-14.173237,-32.649574,8,https://xkcd.com/310/
813,814,44.752438,-13.224121,8,https://xkcd.com/814/
794,795,-9.279815,-5.016318,8,https://xkcd.com/795/
426,427,48.402534,-15.336968,8,https://xkcd.com/427/
1176,1177,34.247242,-7.433681,8,https://xkcd.com/1177/
663,664,-9.594762,0.7887649,8,https://xkcd.com/664/
181,182,34.408554,-26.15728,8,https://xkcd.com/182/
1523,1524,-24.082294,-27.129782,8,https://xkcd.com/1524/
1432,1433,40.041805,26.371622,8,https://xkcd.com/1433/
1650,1651,-42.607418,-27.52225,8,https://xkcd.com/1651/
761,762,6.1616683,-7.091339,8,https://xkcd.com/762/
616,617,-37.13709,-24.532413,8,https://xkcd.com/617/
226,227,19.46927,-11.680838,8,https://xkcd.com/227/
81,82,-55.446766,-13.458199,8,https://xkcd.com/82/
17,18,19.50034,8.310938,8,https://xkcd.com/18/
421,422,-35.433014,-36.253403,8,https://xkcd.com/422/
1776,1777,10.046214,7.244,8,https://xkcd.com/1777/
1442,1443,54.04761,12.861805,8,https://xkcd.com/1443/
1185,1186,-15.095897,-11.039148,8,https://xkcd.com/1186/
149,150,-9.579146,-28.18159,8,https://xkcd.com/150/
1963,1964,1.5523456,-32.82977,8,https://xkcd.com/1964/
909,910,-11.443536,20.360895,8,https://xkcd.com/910/
671,672,47.254375,-24.802948,8,https://xkcd.com/672/
189,190,13.154994,-36.559208,8,https://xkcd.com/190/
1332,1333,42.147636,3.7892573,8,https://xkcd.com/1333/
1195,1196,13.014054,57.42181,8,https://xkcd.com/1196/
1011,1012,-25.597319,-20.529478,8,https://xkcd.com/1012/
1702,1703,-3.002287,-22.175877,8,https://xkcd.com/1703/
1178,1179,-17.379091,63.986904,8,https://xkcd.com/1179/
719,720,-38.84884,-10.710753,8,https://xkcd.com/720/
1099,1100,-14.654381,-33.808304,8,https://xkcd.com/1100/
1084,1085,-25.732885,-6.4222507,8,https://xkcd.com/1085/
352,353,46.251232,-5.441558,8,https://xkcd.com/353/
1703,1704,-34.19253,-22.511877,8,https://xkcd.com/1704/
1729,1730,22.185806,-0.23805124,8,https://xkcd.com/1730/
1708,1709,1.2442194,-23.411774,8,https://xkcd.com/1709/
174,175,52.474613,-25.098906,8,https://xkcd.com/175/
118,119,-18.538054,-49.353493,8,https://xkcd.com/119/
344,345,-7.19459,-22.64467,8,https://xkcd.com/345/
321,322,6.533626,38.085873,8,https://xkcd.com/322/
1428,1429,1.0035657,17.83837,8,https://xkcd.com/1429/
167,168,53.18474,-23.968512,8,https://xkcd.com/168/
1709,1710,-45.09176,-18.15558,8,https://xkcd.com/1710/
1352,1353,37.455765,6.1343546,8,https://xkcd.com/1353/
387,388,-39.155262,-5.620102,8,https://xkcd.com/388/
764,765,4.8799796,-28.138332,8,https://xkcd.com/765/
768,769,3.761615,-30.450485,8,https://xkcd.com/769/
1350,1351,-33.351597,0.9175788,8,https://xkcd.com/1351/
1821,1822,-24.477642,-12.242274,8,https://xkcd.com/1822/
45,46,-35.54688,-32.386246,8,https://xkcd.com/46/
1220,1221,30.12934,30.137154,9,https://xkcd.com/1221/
926,927,5.2154512,41.37588,9,https://xkcd.com/927/
70,71,33.37258,-6.368999,9,https://xkcd.com/71/
1586,1587,-4.323096,66.02222,9,https://xkcd.com/1587/
1191,1192,39.76325,9.575957,9,https://xkcd.com/1192/
994,995,23.248623,17.752804,9,https://xkcd.com/995/
240,241,14.046951,6.1447673,9,https://xkcd.com/241/
200,201,18.21191,3.903939,9,https://xkcd.com/201/
1329,1330,30.05773,-42.942005,9,https://xkcd.com/1330/
1737,1738,-55.43368,15.743315,9,https://xkcd.com/1738/
194,195,-16.566872,64.972115,9,https://xkcd.com/195/
721,722,36.769474,-1.6705606,9,https://xkcd.com/722/
1827,1828,-39.882553,5.1962442,9,https://xkcd.com/1828/
306,307,0.9870142,48.687473,9,https://xkcd.com/307/
1463,1464,9.389126,-26.21824,9,https://xkcd.com/1464/
1825,1826,-52.786533,-7.9487357,9,https://xkcd.com/1826/
375,376,3.4959323,-12.748533,9,https://xkcd.com/376/
520,521,23.380125,8.2338505,9,https://xkcd.com/521/
177,178,23.403526,-43.87462,9,https://xkcd.com/178/
538,539,40.12785,3.0505779,9,https://xkcd.com/539/
507,508,21.141075,21.74461,9,https://xkcd.com/508/
503,504,33.391422,-1.9556946,9,https://xkcd.com/504/
1625,1626,4.5875816,43.552708,9,https://xkcd.com/1626/
886,887,-0.7564561,62.208317,9,https://xkcd.com/887/
1771,1772,47.862675,-39.686775,9,https://xkcd.com/1772/
1033,1034,-17.434025,65.94124,9,https://xkcd.com/1034/
589,590,14.671464,-11.332128,9,https://xkcd.com/590/
1731,1732,-44.257847,24.962757,9,https://xkcd.com/1732/
1206,1207,31.31395,-10.315174,9,https://xkcd.com/1207/
1932,1933,-8.890918,37.573963,9,https://xkcd.com/1933/
539,540,-52.1672,25.141644,9,https://xkcd.com/540/
1785,1786,12.560431,-39.31684,9,https://xkcd.com/1786/
275,276,-3.3082626,74.870766,9,https://xkcd.com/276/
767,768,31.576775,23.560917,9,https://xkcd.com/768/
1260,1261,29.136038,9.188763,9,https://xkcd.com/1261/
697,698,42.823,3.6398153,9,https://xkcd.com/698/
1755,1756,-53.45529,-11.8002615,9,https://xkcd.com/1756/
1717,1718,7.3175926,-11.688397,9,https://xkcd.com/1718/
599,600,26.188826,-5.2279615,9,https://xkcd.com/600/
1741,1742,-48.218456,18.41988,9,https://xkcd.com/1742/
157,158,40.726215,-43.21176,9,https://xkcd.com/158/
1635,1636,-8.645105,54.599495,9,https://xkcd.com/1636/
1647,1648,-0.60573226,65.176216,9,https://xkcd.com/1648/
727,728,38.85063,-1.2166133,9,https://xkcd.com/728/
477,478,22.95062,16.397694,9,https://xkcd.com/478/
1387,1388,5.4115877,-15.524878,9,https://xkcd.com/1388/
1283,1284,20.30371,-41.057606,9,https://xkcd.com/1284/
1793,1794,-55.038895,10.083469,9,https://xkcd.com/1794/
1886,1887,-48.438896,23.695202,9,https://xkcd.com/1887/
877,878,-45.833534,12.979987,9,https://xkcd.com/878/
805,806,-25.76696,-13.247388,9,https://xkcd.com/806/
155,156,-20.009706,-17.380947,9,https://xkcd.com/156/
126,127,-25.724463,-31.989384,9,https://xkcd.com/127/
1770,1771,54.536797,-7.118197,9,https://xkcd.com/1771/
978,979,-15.085394,-28.750374,9,https://xkcd.com/979/
1887,1888,-42.145557,-11.253151,9,https://xkcd.com/1888/
724,725,1.3123455,-39.648914,9,https://xkcd.com/725/
141,142,-32.63548,-27.053072,9,https://xkcd.com/142/
1767,1768,53.013798,-37.05828,9,https://xkcd.com/1768/
360,361,-3.0073335,-31.27674,9,https://xkcd.com/361/
140,141,-19.557478,-32.996113,9,https://xkcd.com/141/
790,791,42.85801,-25.050611,9,https://xkcd.com/791/
673,674,57.24616,-14.791338,9,https://xkcd.com/674/
250,251,38.06197,-24.279013,9,https://xkcd.com/251/
1173,1174,-14.502567,25.541435,9,https://xkcd.com/1174/
1583,1584,-32.248577,-20.353704,9,https://xkcd.com/1584/
1333,1334,58.77588,-7.7416987,9,https://xkcd.com/1334/
131,132,50.445045,-10.963755,9,https://xkcd.com/132/
769,770,40.445274,-20.835037,9,https://xkcd.com/770/
150,151,53.962994,-3.5675786,9,https://xkcd.com/151/
655,656,56.654114,-1.3285817,9,https://xkcd.com/656/
1789,1790,13.259034,-16.201036,9,https://xkcd.com/1790/
1509,1510,-37.138763,-23.95393,9,https://xkcd.com/1510/
336,337,-23.0869,-16.924892,9,https://xkcd.com/337/
339,340,-2.1755974,-32.802162,9,https://xkcd.com/340/
1417,1418,-22.950558,16.053867,9,https://xkcd.com/1418/
1673,1674,-28.063478,-26.082565,9,https://xkcd.com/1674/
1843,1844,14.092299,-17.95629,9,https://xkcd.com/1844/
358,359,49.653454,-11.00425,9,https://xkcd.com/359/
810,811,-19.076979,-8.060556,9,https://xkcd.com/811/
292,293,-22.176273,-21.391432,9,https://xkcd.com/293/
1111,1112,-18.503813,-17.158232,9,https://xkcd.com/1112/
284,285,-23.918598,18.714558,9,https://xkcd.com/285/
1806,1807,8.543796,-38.493813,9,https://xkcd.com/1807/
1025,1026,-5.031902,-3.8676682,9,https://xkcd.com/1026/
670,671,-32.12936,-28.708363,9,https://xkcd.com/671/
8,9,-32.55963,-37.117558,9,https://xkcd.com/9/
146,147,0.465518,-35.197548,9,https://xkcd.com/147/
211,212,5.85375,-31.22886,9,https://xkcd.com/212/
765,766,-32.115818,-31.207651,9,https://xkcd.com/766/
245,246,-33.838184,-27.148146,9,https://xkcd.com/246/
720,721,18.959587,-18.003134,9,https://xkcd.com/721/
1086,1087,-38.329716,-19.974922,9,https://xkcd.com/1087/
791,792,-24.872583,-6.857713,9,https://xkcd.com/792/
68,69,43.722115,-19.918442,9,https://xkcd.com/69/
197,198,3.3973863,-32.45282,9,https://xkcd.com/198/
1651,1652,46.07387,-24.23129,9,https://xkcd.com/1652/
1029,1030,2.5029867,-41.84081,9,https://xkcd.com/1030/
777,778,55.991222,-1.3401002,9,https://xkcd.com/778/
612,613,55.381042,-18.122252,9,https://xkcd.com/613/
1325,1326,33.85339,-8.854231,9,https://xkcd.com/1326/
227,228,42.22807,-24.406773,9,https://xkcd.com/228/
1304,1305,-9.81324,-10.083261,9,https://xkcd.com/1305/
1824,1825,-5.3723345,-51.67627,9,https://xkcd.com/1825/
158,159,50.86383,-19.667091,9,https://xkcd.com/159/
273,274,11.649472,-6.39689,9,https://xkcd.com/274/
40,41,-26.220133,-10.043588,9,https://xkcd.com/41/
1723,1724,-1.2621902,7.2035823,9,https://xkcd.com/1724/
451,452,4.641645,-45.74506,9,https://xkcd.com/452/
1781,1782,-21.744993,13.728693,9,https://xkcd.com/1782/
870,871,41.112747,-14.561838,9,https://xkcd.com/871/
487,488,37.53532,-15.417525,9,https://xkcd.com/488/
212,213,38.794003,-23.000164,9,https://xkcd.com/213/
1243,1244,-22.240301,8.124691,9,https://xkcd.com/1244/
184,185,57.451736,-16.489826,9,https://xkcd.com/185/
69,70,-18.542147,-49.344814,9,https://xkcd.com/70/
1071,1072,34.74687,13.531334,9,https://xkcd.com/1072/
1092,1093,0.1977963,61.89472,9,https://xkcd.com/1093/
1058,1059,16.288258,2.779256,9,https://xkcd.com/1059/
1037,1038,-43.201,-4.639857,9,https://xkcd.com/1038/
703,704,20.122715,-11.176035,9,https://xkcd.com/704/
1365,1366,-51.019768,-7.2109957,9,https://xkcd.com/1366/
1302,1303,27.733286,39.906216,9,https://xkcd.com/1303/
304,305,10.379235,-24.891487,9,https://xkcd.com/305/
188,189,8.281433,-19.78969,9,https://xkcd.com/189/
124,125,46.868114,-40.455753,9,https://xkcd.com/125/
771,772,-55.781555,-6.6233063,9,https://xkcd.com/772/
919,920,8.574699,-5.786947,9,https://xkcd.com/920/
645,646,-33.270035,50.039684,9,https://xkcd.com/646/
798,799,-54.195545,9.577682,9,https://xkcd.com/799/
1318,1319,-21.817514,35.128983,9,https://xkcd.com/1319/
1415,1416,-27.360079,47.37742,9,https://xkcd.com/1416/
758,759,-24.1727,27.688145,9,https://xkcd.com/759/
1330,1331,-13.943357,60.84913,9,https://xkcd.com/1331/
2000,2001,-16.015583,52.676815,9,https://xkcd.com/2001/
598,599,-49.386444,-9.6371765,9,https://xkcd.com/599/
643,644,8.537045,36.40109,9,https://xkcd.com/644/
814,815,-51.913994,30.140636,9,https://xkcd.com/815/
714,715,-36.035408,50.612934,9,https://xkcd.com/715/
1917,1918,37.33462,-26.528198,9,https://xkcd.com/1918/
1846,1847,13.389748,0.35683662,9,https://xkcd.com/1847/
1070,1071,-59.05727,15.3356,9,https://xkcd.com/1071/
716,717,11.418562,15.876825,9,https://xkcd.com/717/
1128,1129,-47.559795,26.607578,9,https://xkcd.com/1129/
713,714,31.791826,7.374274,9,https://xkcd.com/714/
466,467,-22.855026,65.10261,9,https://xkcd.com/467/
1107,1108,6.1308684,-0.79816073,9,https://xkcd.com/1108/
1412,1413,8.202555,47.610348,9,https://xkcd.com/1413/
708,709,1.166352,48.775608,9,https://xkcd.com/709/
1301,1302,-4.0529375,-0.76690567,9,https://xkcd.com/1302/
1629,1630,-21.904287,-27.723536,9,https://xkcd.com/1630/
1278,1279,47.23631,-31.396286,9,https://xkcd.com/1279/
414,415,-13.823567,-19.852612,9,https://xkcd.com/415/
524,525,3.9090338,-34.815796,9,https://xkcd.com/525/
1851,1852,-50.357044,12.53556,9,https://xkcd.com/1852/
301,302,56.902557,-24.899195,9,https://xkcd.com/302/
1877,1878,-39.708874,30.677189,9,https://xkcd.com/1878/
1241,1242,-35.260323,38.882977,9,https://xkcd.com/1242/
1044,1045,5.862905,-8.401853,9,https://xkcd.com/1045/
1297,1298,1.7053435,45.393585,9,https://xkcd.com/1298/
880,881,-34.662876,50.848858,9,https://xkcd.com/881/
518,519,-30.761383,43.69259,9,https://xkcd.com/519/
517,518,-32.13115,36.11526,9,https://xkcd.com/518/
1129,1130,31.943472,-14.686064,9,https://xkcd.com/1130/
894,895,25.963423,-14.38899,9,https://xkcd.com/895/
1279,1280,7.9783797,39.0562,9,https://xkcd.com/1280/
1096,1097,15.628923,-15.085543,9,https://xkcd.com/1097/
1280,1281,-21.576479,64.71864,9,https://xkcd.com/1281/
1047,1048,-40.401257,47.69932,9,https://xkcd.com/1048/
2,3,-27.581293,35.48548,9,https://xkcd.com/3/
857,858,3.341754,-26.08739,9,https://xkcd.com/858/
46,47,-50.4314,-5.7241683,9,https://xkcd.com/47/
1505,1506,-11.0473795,15.412373,9,https://xkcd.com/1506/
1484,1485,-7.1598587,43.034855,9,https://xkcd.com/1485/
569,570,17.064562,-9.095077,9,https://xkcd.com/570/
1021,1022,-16.32776,-18.901697,9,https://xkcd.com/1022/
21,22,-53.503586,-22.200256,9,https://xkcd.com/22/
1985,1986,-58.900887,-3.7720628,9,https://xkcd.com/1986/
1889,1890,-47.08967,-9.274212,9,https://xkcd.com/1890/
869,870,-21.97542,37.44974,9,https://xkcd.com/870/
1263,1264,28.543236,5.964062,9,https://xkcd.com/1264/
