,comicID,x1,x2,x3,gmmCluster,url
1132,1133,9.808023,-3.9765666,-10.295206,1,"=hyperlink(""https://xkcd.com/1133/"")"
1937,1938,-0.086337924,0.8350432,10.098938,1,"=hyperlink(""https://xkcd.com/1938/"")"
1525,1526,5.2022915,-14.672178,-3.9804807,1,"=hyperlink(""https://xkcd.com/1526/"")"
1520,1521,1.7138927,-10.47169,1.13362,1,"=hyperlink(""https://xkcd.com/1521/"")"
1232,1233,-7.020005,-4.5849385,-0.38714558,1,"=hyperlink(""https://xkcd.com/1233/"")"
94,95,3.203309,-8.522356,4.1064577,1,"=hyperlink(""https://xkcd.com/95/"")"
1519,1520,5.3089924,-7.2395716,-7.638113,1,"=hyperlink(""https://xkcd.com/1520/"")"
1943,1944,9.924285,0.80313647,4.926745,1,"=hyperlink(""https://xkcd.com/1944/"")"
701,702,13.416411,-6.3346934,1.0143602,1,"=hyperlink(""https://xkcd.com/702/"")"
1228,1229,6.8699775,-5.724839,2.6554475,1,"=hyperlink(""https://xkcd.com/1229/"")"
86,87,10.068744,1.0092684,-1.0021939,1,"=hyperlink(""https://xkcd.com/87/"")"
776,777,3.3254812,-14.88693,6.4218874,1,"=hyperlink(""https://xkcd.com/777/"")"
1122,1123,11.939628,-14.864278,-2.6121607,1,"=hyperlink(""https://xkcd.com/1123/"")"
703,704,-7.0217676,-5.377839,9.916461,1,"=hyperlink(""https://xkcd.com/704/"")"
682,683,11.930602,-1.2897192,-2.0527,1,"=hyperlink(""https://xkcd.com/683/"")"
1239,1240,8.53132,-11.319238,-4.839515,1,"=hyperlink(""https://xkcd.com/1240/"")"
1549,1550,9.038711,-4.0349455,-0.30397776,1,"=hyperlink(""https://xkcd.com/1550/"")"
1459,1460,5.290268,-4.858672,6.985484,1,"=hyperlink(""https://xkcd.com/1460/"")"
1547,1548,4.9659066,1.7154038,-2.3631709,1,"=hyperlink(""https://xkcd.com/1548/"")"
662,663,-6.938394,-10.187361,-0.14940903,1,"=hyperlink(""https://xkcd.com/663/"")"
1096,1097,-3.5142486,-6.317791,7.562837,1,"=hyperlink(""https://xkcd.com/1097/"")"
664,665,0.54411113,-11.785221,1.8239704,1,"=hyperlink(""https://xkcd.com/665/"")"
151,152,-8.040124,2.0370104,3.9553213,1,"=hyperlink(""https://xkcd.com/152/"")"
1245,1246,7.8566875,-0.79602903,3.241107,1,"=hyperlink(""https://xkcd.com/1246/"")"
148,149,-8.023495,-4.677306,10.697834,1,"=hyperlink(""https://xkcd.com/149/"")"
668,669,-0.9896443,-14.903226,8.3771,1,"=hyperlink(""https://xkcd.com/669/"")"
1244,1245,11.739834,-6.8788023,0.5487866,1,"=hyperlink(""https://xkcd.com/1245/"")"
1243,1244,11.896056,-7.6178193,-3.336827,1,"=hyperlink(""https://xkcd.com/1244/"")"
1104,1105,9.693204,3.2607958,-3.6148772,1,"=hyperlink(""https://xkcd.com/1105/"")"
1107,1108,-3.4054585,-3.2910025,1.6033773,1,"=hyperlink(""https://xkcd.com/1108/"")"
1111,1112,6.8439007,1.8994138,8.733625,1,"=hyperlink(""https://xkcd.com/1112/"")"
1113,1114,-4.4796276,-8.327012,0.000532639,1,"=hyperlink(""https://xkcd.com/1114/"")"
1114,1115,-7.2130156,-12.467283,15.418856,1,"=hyperlink(""https://xkcd.com/1115/"")"
788,789,10.232839,-8.488082,6.8647547,1,"=hyperlink(""https://xkcd.com/789/"")"
1240,1241,5.0869846,-2.8643963,0.41296026,1,"=hyperlink(""https://xkcd.com/1241/"")"
1118,1119,13.912685,-10.424454,-0.45958254,1,"=hyperlink(""https://xkcd.com/1119/"")"
1227,1228,-8.696863,0.10130076,5.436918,1,"=hyperlink(""https://xkcd.com/1228/"")"
704,705,4.0183325,-1.849329,8.644163,1,"=hyperlink(""https://xkcd.com/705/"")"
1225,1226,7.2259717,-12.355946,6.657639,1,"=hyperlink(""https://xkcd.com/1226/"")"
30,31,6.2467747,-11.069242,4.131957,1,"=hyperlink(""https://xkcd.com/31/"")"
728,729,5.798675,-13.726522,5.415258,1,"=hyperlink(""https://xkcd.com/729/"")"
1167,1168,7.4410477,-4.4549093,-0.82681996,1,"=hyperlink(""https://xkcd.com/1168/"")"
761,762,-3.5040112,5.9627757,-1.057719,1,"=hyperlink(""https://xkcd.com/762/"")"
24,25,15.123075,-6.7174625,-0.09995626,1,"=hyperlink(""https://xkcd.com/25/"")"
732,733,1.3705511,0.01796996,-3.6862102,1,"=hyperlink(""https://xkcd.com/733/"")"
20,21,-6.576586,-0.36992344,7.2509766,1,"=hyperlink(""https://xkcd.com/21/"")"
760,761,4.3444033,-2.4597504,2.7151413,1,"=hyperlink(""https://xkcd.com/761/"")"
17,18,-4.5900927,-9.480778,2.1474988,1,"=hyperlink(""https://xkcd.com/18/"")"
1202,1203,5.7142,-12.032292,8.6845665,1,"=hyperlink(""https://xkcd.com/1203/"")"
736,737,-4.9590325,-2.2173343,4.178605,1,"=hyperlink(""https://xkcd.com/737/"")"
1193,1194,-0.26530692,-8.730807,-4.892035,1,"=hyperlink(""https://xkcd.com/1194/"")"
12,13,5.2425947,-5.6166306,2.4515617,1,"=hyperlink(""https://xkcd.com/13/"")"
751,752,2.9422104,-5.413545,-0.3059402,1,"=hyperlink(""https://xkcd.com/752/"")"
1485,1486,5.836815,-2.7889779,11.238112,1,"=hyperlink(""https://xkcd.com/1486/"")"
1486,1487,5.600688,2.4533942,1.5876844,1,"=hyperlink(""https://xkcd.com/1487/"")"
5,6,-5.942995,-7.8016768,-2.1489568,1,"=hyperlink(""https://xkcd.com/6/"")"
1186,1187,-2.4137475,-1.048925,-4.6704106,1,"=hyperlink(""https://xkcd.com/1187/"")"
1,2,18.60973,-6.3730226,0.8695967,1,"=hyperlink(""https://xkcd.com/2/"")"
32,33,0.39193442,-14.386848,7.314272,1,"=hyperlink(""https://xkcd.com/33/"")"
33,34,20.332067,-10.868828,-0.9036027,1,"=hyperlink(""https://xkcd.com/34/"")"
34,35,17.93122,-7.69128,-2.1924782,1,"=hyperlink(""https://xkcd.com/35/"")"
36,37,-7.804138,-2.654976,8.462,1,"=hyperlink(""https://xkcd.com/37/"")"
1951,1952,5.745536,0.01881707,-5.1263666,1,"=hyperlink(""https://xkcd.com/1952/"")"
77,78,3.078817,-4.291681,2.3050232,1,"=hyperlink(""https://xkcd.com/78/"")"
1517,1518,3.3432653,1.4691112,4.8203597,1,"=hyperlink(""https://xkcd.com/1518/"")"
72,73,5.608209,-7.121234,3.1286452,1,"=hyperlink(""https://xkcd.com/73/"")"
70,71,-1.9865333,-15.076951,12.038864,1,"=hyperlink(""https://xkcd.com/71/"")"
67,68,-5.0340047,-7.839137,2.2155173,1,"=hyperlink(""https://xkcd.com/68/"")"
65,66,4.8260803,-8.824781,0.24283569,1,"=hyperlink(""https://xkcd.com/66/"")"
63,64,0.5526835,-16.50268,8.243669,1,"=hyperlink(""https://xkcd.com/64/"")"
1149,1150,-5.3370295,-1.5328212,7.2555737,1,"=hyperlink(""https://xkcd.com/1150/"")"
657,658,12.669612,0.77293974,-1.5152177,1,"=hyperlink(""https://xkcd.com/658/"")"
1216,1217,10.8324995,-1.5807172,-3.5218391,1,"=hyperlink(""https://xkcd.com/1217/"")"
1475,1476,5.3370275,-7.18986,-0.892422,1,"=hyperlink(""https://xkcd.com/1476/"")"
1155,1156,12.957967,-6.270918,2.4188936,1,"=hyperlink(""https://xkcd.com/1156/"")"
1506,1507,-3.1036637,-13.286046,5.677966,1,"=hyperlink(""https://xkcd.com/1507/"")"
722,723,0.68917614,-2.6853917,-3.440446,1,"=hyperlink(""https://xkcd.com/723/"")"
1210,1211,7.98967,-19.172316,1.2580316,1,"=hyperlink(""https://xkcd.com/1211/"")"
1161,1162,11.530581,-12.826357,-1.792175,1,"=hyperlink(""https://xkcd.com/1162/"")"
1503,1504,-0.0941768,-5.3423495,-4.9199467,1,"=hyperlink(""https://xkcd.com/1504/"")"
1163,1164,7.091418,3.3942935,-1.8196636,1,"=hyperlink(""https://xkcd.com/1164/"")"
37,38,-6.1662426,-7.292219,11.487428,1,"=hyperlink(""https://xkcd.com/38/"")"
716,717,1.408618,-13.785986,1.4374527,1,"=hyperlink(""https://xkcd.com/717/"")"
1090,1091,11.498966,-0.53733695,0.5789523,1,"=hyperlink(""https://xkcd.com/1091/"")"
789,790,-7.402879,-8.098749,2.9304538,1,"=hyperlink(""https://xkcd.com/790/"")"
1875,1876,8.522852,-3.914201,-4.4414415,1,"=hyperlink(""https://xkcd.com/1876/"")"
1577,1578,-3.6670222,-12.872937,8.12618,1,"=hyperlink(""https://xkcd.com/1578/"")"
1398,1399,11.206589,-9.385802,-3.4303367,1,"=hyperlink(""https://xkcd.com/1399/"")"
822,823,10.913884,-10.289142,7.017513,1,"=hyperlink(""https://xkcd.com/823/"")"
619,620,11.384134,-11.154109,-0.49094975,1,"=hyperlink(""https://xkcd.com/620/"")"
1820,1821,11.59518,-12.183867,0.70820737,1,"=hyperlink(""https://xkcd.com/1821/"")"
820,821,-5.408442,-6.2977695,-0.29683727,1,"=hyperlink(""https://xkcd.com/821/"")"
1296,1297,0.06953136,-7.4130545,-5.525128,1,"=hyperlink(""https://xkcd.com/1297/"")"
625,626,8.496444,0.11602408,-3.8284202,1,"=hyperlink(""https://xkcd.com/626/"")"
1257,1258,5.4308863,-5.7769456,7.9219117,1,"=hyperlink(""https://xkcd.com/1258/"")"
1303,1304,3.4324982,-1.3112341,-3.2050836,1,"=hyperlink(""https://xkcd.com/1304/"")"
1048,1049,9.74658,-10.698522,3.8923986,1,"=hyperlink(""https://xkcd.com/1049/"")"
240,241,-2.9901805,-9.705293,-1.8604076,1,"=hyperlink(""https://xkcd.com/241/"")"
1827,1828,14.730266,-5.410719,-2.293782,1,"=hyperlink(""https://xkcd.com/1828/"")"
237,238,-9.008435,-6.3387265,14.251115,1,"=hyperlink(""https://xkcd.com/238/"")"
236,237,2.0937362,-6.8988523,-0.40917903,1,"=hyperlink(""https://xkcd.com/237/"")"
235,236,7.324733,0.522458,0.46290526,1,"=hyperlink(""https://xkcd.com/236/"")"
234,235,6.7184997,-13.204051,6.9776936,1,"=hyperlink(""https://xkcd.com/235/"")"
1829,1830,15.354045,-6.014992,-1.8565536,1,"=hyperlink(""https://xkcd.com/1830/"")"
231,232,-6.580702,1.0077516,11.271362,1,"=hyperlink(""https://xkcd.com/232/"")"
1051,1052,7.166778,-0.74078375,-4.2646294,1,"=hyperlink(""https://xkcd.com/1052/"")"
241,242,0.043768153,-14.037645,9.157268,1,"=hyperlink(""https://xkcd.com/242/"")"
1277,1278,8.321291,-20.254478,1.9855814,1,"=hyperlink(""https://xkcd.com/1278/"")"
263,264,4.483377,-9.024255,4.921031,1,"=hyperlink(""https://xkcd.com/264/"")"
265,266,7.290928,-3.4142675,2.8220806,1,"=hyperlink(""https://xkcd.com/266/"")"
293,294,-5.334853,0.18719259,2.3908513,1,"=hyperlink(""https://xkcd.com/294/"")"
291,292,3.9739816,-10.713659,10.512865,1,"=hyperlink(""https://xkcd.com/292/"")"
1786,1787,-0.0018914975,-1.0349112,6.75467,1,"=hyperlink(""https://xkcd.com/1787/"")"
603,604,-3.5348122,1.8172467,1.8429456,1,"=hyperlink(""https://xkcd.com/604/"")"
1789,1790,-0.5556397,0.014938093,9.497903,1,"=hyperlink(""https://xkcd.com/1790/"")"
287,288,8.668994,-11.011077,1.4998995,1,"=hyperlink(""https://xkcd.com/288/"")"
1800,1801,1.6987493,1.952566,9.71625,1,"=hyperlink(""https://xkcd.com/1801/"")"
283,284,-1.2144737,-12.426617,7.5610313,1,"=hyperlink(""https://xkcd.com/284/"")"
1801,1802,0.08277068,1.8232487,5.6896043,1,"=hyperlink(""https://xkcd.com/1802/"")"
264,265,0.789426,-6.6923914,-7.131704,1,"=hyperlink(""https://xkcd.com/265/"")"
826,827,-4.6109834,-1.9034426,6.4784894,1,"=hyperlink(""https://xkcd.com/827/"")"
825,826,6.475916,2.1540937,-2.315274,1,"=hyperlink(""https://xkcd.com/826/"")"
276,277,-4.0382566,2.2949953,9.377893,1,"=hyperlink(""https://xkcd.com/277/"")"
611,612,-1.9767289,-3.2957637,7.371072,1,"=hyperlink(""https://xkcd.com/612/"")"
1805,1806,3.1696756,-5.9822116,12.389332,1,"=hyperlink(""https://xkcd.com/1806/"")"
273,274,-3.1565692,-0.0012873511,0.3366297,1,"=hyperlink(""https://xkcd.com/274/"")"
271,272,5.3820853,-10.41878,11.382784,1,"=hyperlink(""https://xkcd.com/272/"")"
1807,1808,-1.8917831,-0.40709355,9.820305,1,"=hyperlink(""https://xkcd.com/1808/"")"
268,269,-4.1895103,1.3032334,1.1468071,1,"=hyperlink(""https://xkcd.com/269/"")"
267,268,-1.0437552,-9.982345,3.792424,1,"=hyperlink(""https://xkcd.com/268/"")"
608,609,3.4332435,-10.29927,8.421894,1,"=hyperlink(""https://xkcd.com/609/"")"
1572,1573,-0.45599872,1.1819705,-1.9798234,1,"=hyperlink(""https://xkcd.com/1573/"")"
246,247,-4.8601336,-0.06640033,3.990148,1,"=hyperlink(""https://xkcd.com/247/"")"
225,226,12.495234,-10.277108,7.094536,1,"=hyperlink(""https://xkcd.com/226/"")"
642,643,-5.5601645,-7.958277,4.2384343,1,"=hyperlink(""https://xkcd.com/643/"")"
178,179,-5.6156664,1.7031173,0.28374967,1,"=hyperlink(""https://xkcd.com/179/"")"
1865,1866,10.020155,-2.303233,-5.6276665,1,"=hyperlink(""https://xkcd.com/1866/"")"
649,650,-1.6552974,-15.313463,6.8293853,1,"=hyperlink(""https://xkcd.com/650/"")"
1072,1073,7.263629,-11.501189,-2.5832157,1,"=hyperlink(""https://xkcd.com/1073/"")"
188,189,-4.2328286,0.31136388,7.2902536,1,"=hyperlink(""https://xkcd.com/189/"")"
818,819,-6.537579,-7.7920504,1.4119616,1,"=hyperlink(""https://xkcd.com/819/"")"
1450,1451,12.845092,-4.6938515,-7.445629,1,"=hyperlink(""https://xkcd.com/1451/"")"
816,817,-8.858618,-9.747958,5.8443465,1,"=hyperlink(""https://xkcd.com/817/"")"
1064,1065,-7.7152815,2.3761423,4.7733192,1,"=hyperlink(""https://xkcd.com/1065/"")"
226,227,-7.1913104,-6.0054493,8.451581,1,"=hyperlink(""https://xkcd.com/227/"")"
1564,1565,1.4936441,3.889682,0.44538984,1,"=hyperlink(""https://xkcd.com/1565/"")"
812,813,10.941619,-11.171382,8.510403,1,"=hyperlink(""https://xkcd.com/813/"")"
1850,1851,-6.9323874,-10.976698,2.905504,1,"=hyperlink(""https://xkcd.com/1851/"")"
1849,1850,-11.399897,-3.85485,8.385018,1,"=hyperlink(""https://xkcd.com/1850/"")"
653,654,-2.5878868,-6.519782,13.197757,1,"=hyperlink(""https://xkcd.com/654/"")"
1871,1872,1.7407119,-4.3177705,12.246753,1,"=hyperlink(""https://xkcd.com/1872/"")"
1565,1566,-5.336292,0.7030255,-3.3161962,1,"=hyperlink(""https://xkcd.com/1566/"")"
215,216,6.853118,-4.714843,-7.4530907,1,"=hyperlink(""https://xkcd.com/216/"")"
1057,1058,-2.6977704,2.7157924,2.74128,1,"=hyperlink(""https://xkcd.com/1058/"")"
1837,1838,12.088074,0.51266897,-6.9112916,1,"=hyperlink(""https://xkcd.com/1838/"")"
819,820,-5.212904,-6.900096,0.71746045,1,"=hyperlink(""https://xkcd.com/820/"")"
223,224,-2.9285996,-6.434484,-3.5465493,1,"=hyperlink(""https://xkcd.com/224/"")"
1832,1833,-0.36616313,0.7539984,-3.3514009,1,"=hyperlink(""https://xkcd.com/1833/"")"
214,215,4.573875,-9.248287,6.2178106,1,"=hyperlink(""https://xkcd.com/215/"")"
632,633,-4.7845964,-4.3467116,-1.0155243,1,"=hyperlink(""https://xkcd.com/633/"")"
1569,1570,0.5016545,0.5152855,2.5966752,1,"=hyperlink(""https://xkcd.com/1570/"")"
1874,1875,1.129291,-3.730171,10.805649,1,"=hyperlink(""https://xkcd.com/1875/"")"
1590,1591,14.986141,1.9332871,-17.941332,2,"=hyperlink(""https://xkcd.com/1591/"")"
748,749,10.173197,-1.2260484,-14.653321,2,"=hyperlink(""https://xkcd.com/749/"")"
656,657,5.570554,-6.948061,-23.889853,2,"=hyperlink(""https://xkcd.com/657/"")"
1560,1561,14.808981,-2.4447649,-18.86886,2,"=hyperlink(""https://xkcd.com/1561/"")"
1578,1579,9.2220335,-3.735371,-23.659313,2,"=hyperlink(""https://xkcd.com/1579/"")"
1401,1402,12.989228,-9.397336,-21.610548,2,"=hyperlink(""https://xkcd.com/1402/"")"
1605,1606,14.916468,-4.9856377,-22.319664,2,"=hyperlink(""https://xkcd.com/1606/"")"
1444,1445,18.199392,6.7544127,-15.192975,2,"=hyperlink(""https://xkcd.com/1445/"")"
1500,1501,15.336856,1.0313987,-23.14557,2,"=hyperlink(""https://xkcd.com/1501/"")"
880,881,12.820434,-12.601474,-20.03923,2,"=hyperlink(""https://xkcd.com/881/"")"
525,526,9.026218,-13.06785,-15.728776,2,"=hyperlink(""https://xkcd.com/526/"")"
1460,1461,11.0223875,-13.842248,-16.01118,2,"=hyperlink(""https://xkcd.com/1461/"")"
801,802,19.709793,-8.186129,-8.917541,2,"=hyperlink(""https://xkcd.com/802/"")"
1499,1500,17.881874,-7.990984,-11.401717,2,"=hyperlink(""https://xkcd.com/1500/"")"
1490,1491,10.1774845,-10.259066,-23.421339,2,"=hyperlink(""https://xkcd.com/1491/"")"
877,878,17.327475,-0.21950981,-8.209234,2,"=hyperlink(""https://xkcd.com/878/"")"
752,753,18.759811,-7.458958,-8.5159025,2,"=hyperlink(""https://xkcd.com/753/"")"
1441,1442,11.870835,-0.5556701,-18.467646,2,"=hyperlink(""https://xkcd.com/1442/"")"
645,646,13.842095,-12.752525,-21.603386,2,"=hyperlink(""https://xkcd.com/646/"")"
831,832,17.200397,-2.63867,-11.765232,2,"=hyperlink(""https://xkcd.com/832/"")"
814,815,20.166603,-3.3474655,-14.453104,2,"=hyperlink(""https://xkcd.com/815/"")"
562,563,8.328073,-11.629291,-11.004356,2,"=hyperlink(""https://xkcd.com/563/"")"
1518,1519,17.974335,-9.799728,-6.524327,2,"=hyperlink(""https://xkcd.com/1519/"")"
1419,1420,15.851887,-7.3841057,-16.636984,2,"=hyperlink(""https://xkcd.com/1420/"")"
1611,1612,17.371943,0.00039338792,-12.481198,2,"=hyperlink(""https://xkcd.com/1612/"")"
867,868,12.92135,-1.1663634,-23.833447,2,"=hyperlink(""https://xkcd.com/868/"")"
1430,1431,14.388718,-11.526097,-19.184816,2,"=hyperlink(""https://xkcd.com/1431/"")"
557,558,10.043391,-6.9438124,-16.59474,2,"=hyperlink(""https://xkcd.com/558/"")"
687,688,21.298346,1.0802779,-11.400772,2,"=hyperlink(""https://xkcd.com/688/"")"
1573,1574,22.462242,6.6610074,-16.933329,2,"=hyperlink(""https://xkcd.com/1574/"")"
1531,1532,17.356245,-6.2804246,-7.34272,2,"=hyperlink(""https://xkcd.com/1532/"")"
680,681,12.575267,-10.518605,-12.766192,2,"=hyperlink(""https://xkcd.com/681/"")"
1516,1517,24.525944,1.0415617,-11.421347,2,"=hyperlink(""https://xkcd.com/1517/"")"
843,844,7.0342727,-3.6397495,-24.195124,2,"=hyperlink(""https://xkcd.com/844/"")"
544,545,11.391935,-4.0696692,-26.732975,2,"=hyperlink(""https://xkcd.com/545/"")"
1415,1416,8.282812,-4.310814,-23.475574,2,"=hyperlink(""https://xkcd.com/1416/"")"
622,623,15.376318,-4.583604,-12.222159,2,"=hyperlink(""https://xkcd.com/623/"")"
542,543,12.010835,-6.683214,-13.053816,2,"=hyperlink(""https://xkcd.com/543/"")"
1448,1449,16.298922,-7.35457,-12.446236,2,"=hyperlink(""https://xkcd.com/1449/"")"
1471,1472,19.626383,-2.7650821,-4.659198,2,"=hyperlink(""https://xkcd.com/1472/"")"
712,713,16.291199,-5.0350933,-7.1687784,2,"=hyperlink(""https://xkcd.com/713/"")"
714,715,12.49035,-10.811446,-18.758127,2,"=hyperlink(""https://xkcd.com/715/"")"
1574,1575,16.491493,-0.96339965,-13.980324,2,"=hyperlink(""https://xkcd.com/1575/"")"
539,540,15.231718,2.1484442,-14.556216,2,"=hyperlink(""https://xkcd.com/540/"")"
1508,1509,15.607387,-8.783942,-10.93121,2,"=hyperlink(""https://xkcd.com/1509/"")"
1409,1410,13.108207,-5.0801983,-21.86471,2,"=hyperlink(""https://xkcd.com/1410/"")"
1507,1508,11.585318,-9.350896,-22.01576,2,"=hyperlink(""https://xkcd.com/1508/"")"
723,724,28.037401,5.7757373,-8.921826,2,"=hyperlink(""https://xkcd.com/724/"")"
1534,1535,22.307966,3.8022864,-11.5519285,2,"=hyperlink(""https://xkcd.com/1535/"")"
1620,1621,16.92213,3.506601,-12.927859,2,"=hyperlink(""https://xkcd.com/1621/"")"
1183,1184,17.010386,2.3944995,-19.710798,2,"=hyperlink(""https://xkcd.com/1184/"")"
1536,1537,4.490409,-17.009888,-30.393671,2,"=hyperlink(""https://xkcd.com/1537/"")"
1576,1577,15.894916,2.3175433,-18.81684,2,"=hyperlink(""https://xkcd.com/1577/"")"
1337,1338,22.996382,1.198124,-9.208615,2,"=hyperlink(""https://xkcd.com/1338/"")"
518,519,12.114905,-4.4093323,-19.91655,2,"=hyperlink(""https://xkcd.com/519/"")"
1818,1819,19.115486,3.603962,-15.586586,2,"=hyperlink(""https://xkcd.com/1819/"")"
1137,1138,13.189081,-7.185485,-10.297872,2,"=hyperlink(""https://xkcd.com/1138/"")"
252,253,16.189915,4.746338,-13.549239,2,"=hyperlink(""https://xkcd.com/253/"")"
1822,1823,12.742083,-1.5059091,-13.019718,2,"=hyperlink(""https://xkcd.com/1823/"")"
1823,1824,13.78818,-12.921455,-9.690766,2,"=hyperlink(""https://xkcd.com/1824/"")"
1295,1296,8.33046,-14.459908,-21.92296,2,"=hyperlink(""https://xkcd.com/1296/"")"
1298,1299,14.21827,-9.504122,-20.323017,2,"=hyperlink(""https://xkcd.com/1299/"")"
1280,1281,11.084832,-17.567995,-18.66104,2,"=hyperlink(""https://xkcd.com/1281/"")"
1275,1276,12.998552,-9.042051,-10.161584,2,"=hyperlink(""https://xkcd.com/1276/"")"
1272,1273,12.0556135,-4.9161544,-21.32948,2,"=hyperlink(""https://xkcd.com/1273/"")"
1834,1835,14.430052,-9.150945,-18.936487,2,"=hyperlink(""https://xkcd.com/1835/"")"
213,214,16.610643,3.0385468,-15.495291,2,"=hyperlink(""https://xkcd.com/214/"")"
98,99,9.804963,-19.83714,-16.337214,2,"=hyperlink(""https://xkcd.com/99/"")"
1060,1061,8.060175,-13.9840765,-20.520838,2,"=hyperlink(""https://xkcd.com/1061/"")"
1831,1832,8.7618475,-5.3710637,-18.174807,2,"=hyperlink(""https://xkcd.com/1832/"")"
1229,1230,19.660437,-3.9933999,-17.151173,2,"=hyperlink(""https://xkcd.com/1230/"")"
1300,1301,10.504431,-3.9107428,-25.53504,2,"=hyperlink(""https://xkcd.com/1301/"")"
1944,1945,14.810998,-7.5235605,-19.494543,2,"=hyperlink(""https://xkcd.com/1945/"")"
1016,1017,11.902882,-12.459446,-19.677273,2,"=hyperlink(""https://xkcd.com/1017/"")"
1783,1784,19.419893,-5.706561,-7.91789,2,"=hyperlink(""https://xkcd.com/1784/"")"
1115,1116,4.490409,-17.009888,-30.393671,2,"=hyperlink(""https://xkcd.com/1116/"")"
289,290,11.209958,-6.3032556,-21.528542,2,"=hyperlink(""https://xkcd.com/290/"")"
1955,1956,18.215437,2.985588,-13.921552,2,"=hyperlink(""https://xkcd.com/1956/"")"
1795,1796,21.58012,2.5451243,-10.386554,2,"=hyperlink(""https://xkcd.com/1796/"")"
73,74,13.571053,1.0498184,-17.263874,2,"=hyperlink(""https://xkcd.com/74/"")"
1309,1310,19.817827,5.0054026,-13.175787,2,"=hyperlink(""https://xkcd.com/1310/"")"
1305,1306,9.486041,-6.459226,-23.490877,2,"=hyperlink(""https://xkcd.com/1306/"")"
1949,1950,10.898535,-6.981639,-18.416676,2,"=hyperlink(""https://xkcd.com/1950/"")"
275,276,4.490409,-17.009888,-30.393671,2,"=hyperlink(""https://xkcd.com/276/"")"
272,273,8.264585,-11.734251,-12.97421,2,"=hyperlink(""https://xkcd.com/273/"")"
270,271,16.416702,-2.0450032,-7.499531,2,"=hyperlink(""https://xkcd.com/271/"")"
1810,1811,19.987112,-6.486305,-3.6439078,2,"=hyperlink(""https://xkcd.com/1811/"")"
84,85,14.230551,2.2147317,-12.885584,2,"=hyperlink(""https://xkcd.com/85/"")"
1063,1064,15.102614,3.1637828,-11.478572,2,"=hyperlink(""https://xkcd.com/1064/"")"
1961,1962,8.791668,-11.3763485,-23.041798,2,"=hyperlink(""https://xkcd.com/1962/"")"
1265,1266,6.488785,-4.2562113,-21.642372,2,"=hyperlink(""https://xkcd.com/1266/"")"
1844,1845,22.124197,-3.6406624,-8.200963,2,"=hyperlink(""https://xkcd.com/1845/"")"
152,153,3.9054248,-7.7196712,-22.248573,2,"=hyperlink(""https://xkcd.com/153/"")"
1886,1887,19.17728,-1.4117988,-12.791674,2,"=hyperlink(""https://xkcd.com/1887/"")"
1888,1889,6.037477,-7.3045692,-15.1526785,2,"=hyperlink(""https://xkcd.com/1889/"")"
1126,1127,22.793324,4.7414865,-16.08748,2,"=hyperlink(""https://xkcd.com/1127/"")"
1124,1125,15.987475,-7.1827846,-6.9774876,2,"=hyperlink(""https://xkcd.com/1125/"")"
1922,1923,17.330652,-5.077043,-14.615562,2,"=hyperlink(""https://xkcd.com/1923/"")"
1884,1885,18.598307,-1.0338356,-8.945685,2,"=hyperlink(""https://xkcd.com/1885/"")"
1241,1242,13.466507,-0.05199256,-22.549906,2,"=hyperlink(""https://xkcd.com/1242/"")"
1901,1902,17.269392,-9.273538,-10.317956,2,"=hyperlink(""https://xkcd.com/1902/"")"
1903,1904,11.1882305,-2.471272,-16.27952,2,"=hyperlink(""https://xkcd.com/1904/"")"
135,136,21.04752,5.8968353,-12.9363985,2,"=hyperlink(""https://xkcd.com/136/"")"
1108,1109,9.948117,-14.9651375,-13.452341,2,"=hyperlink(""https://xkcd.com/1109/"")"
1109,1110,15.915428,0.8688188,-8.877736,2,"=hyperlink(""https://xkcd.com/1110/"")"
1908,1909,9.101224,-4.213347,-25.443571,2,"=hyperlink(""https://xkcd.com/1909/"")"
1106,1107,9.050434,-16.600346,-20.178381,2,"=hyperlink(""https://xkcd.com/1107/"")"
1883,1884,15.8726425,-0.6975109,-15.401636,2,"=hyperlink(""https://xkcd.com/1884/"")"
1881,1882,11.442707,-0.0645911,-17.128248,2,"=hyperlink(""https://xkcd.com/1882/"")"
1092,1093,6.249449,-12.317412,-26.119202,2,"=hyperlink(""https://xkcd.com/1093/"")"
1848,1849,10.513292,-9.94355,-24.706495,2,"=hyperlink(""https://xkcd.com/1849/"")"
196,197,6.658408,-6.262137,-24.83337,2,"=hyperlink(""https://xkcd.com/197/"")"
1070,1071,24.182442,0.027935043,-9.4304,2,"=hyperlink(""https://xkcd.com/1071/"")"
1939,1940,11.3873205,1.3412402,-15.803919,2,"=hyperlink(""https://xkcd.com/1940/"")"
1860,1861,8.899014,-2.7763417,-15.948487,2,"=hyperlink(""https://xkcd.com/1861/"")"
1938,1939,20.591572,-4.588998,-8.387715,2,"=hyperlink(""https://xkcd.com/1939/"")"
1234,1235,13.614295,-10.454943,-19.195568,2,"=hyperlink(""https://xkcd.com/1235/"")"
183,184,11.125923,-3.3937912,-21.377993,2,"=hyperlink(""https://xkcd.com/184/"")"
1130,1131,12.980373,-4.943823,-16.458868,2,"=hyperlink(""https://xkcd.com/1131/"")"
1864,1865,20.49437,-0.41088176,-16.145943,2,"=hyperlink(""https://xkcd.com/1865/"")"
